index	D01E01C	D01E01D	D01E01I	D01E01J	D01E02C	D01E02D	D01E02I	D01E02J	D01E03C	D01E03D	D01E03I	D01E03J	D01E04C	D01E04D	D01E04I	D01E04J	D01E05C	D01E05D	D01E05I	D01E05J	D01E06C	D01E06D	D01E06I	D01E06J	D01E07C	D01E07D	D01E07I	D01E07J	D01E08C	D01E08D	D01E08I	D01E08J	D01E09C	D01E09D	D01E09I	D01E09J	D01E10C	D01E10D	D01E10I	D01E10J	D04E01C	D04E01D	D04E01I	D04E01J	D04E02C	D04E02D	D04E02I	D04E02J	D04E03C	D04E03D	D04E03I	D04E03J	D04E04C	D04E04D	D04E04I	D04E04J	D04E05C	D04E05D	D04E05I	D04E05J	D04E06C	D04E06D	D04E06I	D04E06J	D04E07C	D04E07D	D04E07I	D04E07J	D04E08C	D04E08D	D04E08I	D04E08J	D04E09C	D04E09D	D04E09I	D04E09J	D04E10C	D04E10D	D04E10I	D04E10J	D07E01C	D07E01D	D07E01I	D07E01J	D07E02C	D07E02D	D07E02I	D07E02J	D07E03C	D07E03D	D07E03I	D07E03J	D07E04C	D07E04D	D07E04I	D07E04J	D07E05C	D07E05D	D07E05I	D07E05J	D07E06C	D07E06D	D07E06I	D07E06J	D07E07C	D07E07D	D07E07I	D07E07J	D07E08C	D07E08D	D07E08I	D07E08J	D07E09C	D07E09D	D07E09I	D07E09J	D07E10C	D07E10D	D07E10I	D07E10J	D14E01C	D14E01D	D14E01I	D14E01J	D14E02C	D14E02D	D14E02I	D14E02J	D14E03C	D14E03D	D14E03I	D14E03J	D14E04C	D14E04D	D14E04I	D14E04J	D14E05C	D14E05D	D14E05I	D14E05J	D14E06C	D14E06D	D14E06I	D14E06J	D14E07C	D14E07D	D14E07I	D14E07J	D14E08C	D14E08D	D14E08I	D14E08J	D14E09C	D14E09D	D14E09I	D14E09J	D14E10C	D14E10D	D14E10I	D14E10J	D21E01C	D21E01D	D21E01I	D21E01J	D21E02C	D21E02D	D21E02I	D21E02J	D21E03C	D21E03D	D21E03I	D21E03J	D21E04C	D21E04D	D21E04I	D21E04J	D21E05C	D21E05D	D21E05I	D21E05J	D21E06C	D21E06D	D21E06I	D21E06J	D21E07C	D21E07D	D21E07I	D21E07J	D21E08C	D21E08D	D21E08I	D21E08J	D21E09C	D21E09D	D21E09I	D21E09J	D21E10C	D21E10D	D21E10I	D21E10J	D28E01C	D28E01D	D28E01I	D28E01J	D28E02C	D28E02D	D28E02I	D28E02J	D28E03C	D28E03D	D28E03I	D28E03J	D28E04C	D28E04D	D28E04I	D28E04J	D28E05C	D28E05D	D28E05I	D28E05J	D28E06C	D28E06D	D28E06I	D28E06J	D28E07C	D28E07D	D28E07I	D28E07J	D28E08C	D28E08D	D28E08I	D28E08J	D28E09C	D28E09D	D28E09I	D28E09J	D28E10C	D28E10D	D28E10I	D28E10J	D35E01C	D35E01D	D35E01I	D35E01J	D35E02C	D35E02D	D35E02I	D35E02J	D35E03C	D35E03D	D35E03I	D35E03J	D35E04C	D35E04D	D35E04I	D35E04J	D35E05C	D35E05D	D35E05I	D35E05J	D35E06C	D35E06D	D35E06I	D35E06J	D35E07C	D35E07D	D35E07I	D35E07J	D35E08C	D35E08D	D35E08I	D35E08J	D35E09C	D35E09D	D35E09I	D35E09J	D35E10C	D35E10D	D35E10I	D35E10J	D42E01C	D42E01D	D42E01I	D42E01J	D42E02C	D42E02D	D42E02I	D42E02J	D42E03C	D42E03D	D42E03I	D42E03J	D42E04C	D42E04D	D42E04I	D42E04J	D42E05C	D42E05D	D42E05I	D42E05J	D42E06C	D42E06D	D42E06I	D42E06J	D42E07C	D42E07D	D42E07I	D42E07J	D42E08C	D42E08D	D42E08I	D42E08J	D42E09C	D42E09D	D42E09I	D42E09J	D42E10C	D42E10D	D42E10I	D42E10J
genus288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	697	24	0	46	1828	23	11	72	3050	214	20	134	1829	47	12	36	1117	0	16	36	1341	0	0	37	1227	71	0	40	2839	0	79	38	2049	0	0	51	2392	50	40	73	1856	46	30	112	1419	0	21	97	1342	0	13	41	6342	0	0	23	2027	8	122	92	2198	0	13	34	3089	0	25	111	1637	0	0	35	2372	0	6	0	1550	0	0	0	1054	15	10	20	1014	0	8	28	931	91	40	22	1308	21	0	0	1616	0	33	21	1429	0	0	44	752	0	0	0	693	12	0	77	569	18	12	60	901	0	43	338	723	0	0	0	409	0	0	12	739	0	0	32	1199	0	0	162	477	19	10	29	1334	0	0	330	802	0	0	125	1013	0	0	208	681	27	0	110	400	0	0	36	919	0	0	13	952	0	0	72	1507	0	0	31	1146	0	0	14	463	44	0	32	1724	0	15	24	1362	0	9	158	229	0	0	33	1220	0	0	37	1630	0	23	39	1025	0	0	26	1178	0	0	61	1091	0	0	26	1047	0	0	161	1243	0	149	13	1046	25	17	8	1124	0	6	87	265	23	84	38	910	0	0	54	1189	0	0	34	1249	0	0	9	1772	0	0	149	735	0	25	9	921	8	0	60	931	0	0	15	1472	0	0	21	895	19	0	0	2007	0	0	162	1712	0	0	22	1157	0	0	35
genus289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	36	0	0	21	0	0	0	64	0	0	0	8	0	0	0	10	0	0	0	5	0	0	0	18	0	0	20	14	0	0	0	8	0	0	13	33	0	0	0	86	45	26	0	25	0	0	0	34	0	0	0	0	0	0	36	12	0	0	0	0	455	0	0	25	0	0	0	6	0	0	0	0	12	0	0	0	265	0	0	0	119	0	3	0	119	0	0	7	134	0	0	0	125	0	0	0	29	0	0	11	179	7	0	0	5	0	0	13	0	0	0	15	0	0	31	142	485	9	0	0	559	0	0	0	493	0	0	10	244	19	0	64	638	0	0	30	499	0	0	221	220	0	2	189	290	0	0	137	153	25	0	46	33	0	0	5	2512	0	0	0	784	0	0	51	2130	0	0	0	1697	0	0	0	82	0	0	0	571	0	0	8	367	0	0	72	543	54	0	13	1131	0	0	0	183	0	0	11	631	0	0	11	963	0	0	33	380	0	2	12	525	0	0	64	1068	24	44	0	633	0	0	0	579	0	0	45	0	0	0	11	213	0	0	0	594	0	0	15	430	0	0	0	776	0	0	71	526	0	10	0	409	0	0	30	380	17	0	0	781	0	4	0	433	0	0	0	1395	0	0	76	2268	0	0	7	95	0	0	26
genus290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	14	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	47	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	39	0	0	0	54	0	0	0	108	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	9	0	19	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	20	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	39	0	0	0	0	0	0	0	37	0	0	0	0	0	5	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	8	0	0	0	12	0	0	0	20	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	16	0	0	0	34	0	0	0	38	0	0	0	13	0	0	0	0	0	0	0	8	0	0	0	12	0	0	0	26	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	7	0	28	0	5	0	21	0	0
genus292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	9	23	0	0	0	20	0	0	0	16	0	0	0	0	0	0	0	15	0	0	0	6	0	0	13	13	0	0	0	0	0	0	15	36	0	16	0	20	16	0	0	21	263	0	0	0	0	0	0	0	0	0	17	11	144	0	0	7	414	0	0	0	306	0	0	8	371	0	0	0	100	0	0	0	1042	0	0	7	411	0	0	13	616	0	36	0	424	0	0	13	503	26	0	0	376	16	0	12	369	0	0	0	380	0	0	10	149	0	0	15	169	0	0	0	234	0	0	0	157	0	0	6	652	0	0	0	376	0	6	16	438	14	0	0	361	0	0	63	251	0	0	44	383	0	0	61	547	15	0	21	148	0	0	0	42	0	0	0	146	0	0	0	329	0	0	5	456	0	0	6	216	0	0	7	305	0	0	7	229	0	17	30	256	0	0	0	231	0	0	0	1685	0	6	8	146	0	0	5	300	0	0	0	405	0	0	0	294	0	0	53	284	0	30	0	334	0	0	0	212	0	0	26	255	0	96	0	175	0	0	19	190	0	0	0	0	9	0	0	289	0	0	62	290	0	0	0	258	0	0	22	179	0	0	0	438	0	0	0	396	0	0	0	522	0	0	19	381	0	0	11	99	0	0	25
genus293	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	23	0	0	0	0	23	127	1374	0	46	204	0	0	0	236	0	0	26	81	0	8	0	77	0	11	16	85	0	52	12	56	0	0	138	94	0	7	0	73	40	0	66	196	4793	31	93	190	1052	0	0	141	76	8	18	108	38	0	10	14	0	0	253	87	19	14	0	43	3744	0	29	191	175	7	8	61	3188	4	0	0	437	0	7	11	1717	12	0	0	528	0	0	17	5931	5	78	50	2060	15	0	9	2194	0	18	37	1782	0	0	80	7006	11	0	10	1594	0	0	119	4636	47	57	93	3960	18	99	592	3075	17	0	16	1611	0	0	32	3462	0	13	45	3338	0	0	234	3223	0	11	88	2841	23	0	709	1189	11	18	367	1101	0	17	444	3842	0	7	238	3618	20	12	135	13873	0	0	15	8551	0	15	203	6113	0	0	0	6067	11	0	35	1890	0	0	9	2258	0	13	25	6452	23	66	283	506	0	0	19	10749	0	15	34	964	16	21	57	373	0	0	38	1637	18	0	177	1360	0	8	8	2950	16	0	468	926	12	322	0	17464	0	221	14	1998	0	0	198	18	0	10	64	1544	0	30	107	1164	0	2	77	1681	7	0	10	4787	0	0	459	2656	0	40	21	5032	0	0	164	9114	0	9	32	6622	0	0	48	3770	19	0	0	6886	0	8	356	1712	0	0	36	529	0	0	106
genus294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	536	0	0	0	0	0	0	0
genus295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	281	16	15	0	172	0	0	0	67	0	0	0	34	0	0	8	213	0	0	0	118	0	0	0	235	0	0	0	361	0	0	0	276	0	0	0	216	0	0	0	69	0	0	0	96	0	0	0	156	0	0	0	59	0	0	0	143	0	0	0	73	0	0	0	29	0	0	0	14	0	0	0	76	0	0	0	30	0	0	0	161	0	0	0	196	0	0	0	249	0	0	0	177	0	0	0	141	0	0	0	93	0	0	10	197	0	0	0	85	0	0	0	53	0	0	0	315	0	0	0	38	0	0	0	214	0	0	0	291	0	0	0	162	0	0	0	0	0	0	0	146	0	0	0	0	0	0	4	68	0	0	0	106	0	0	0	113	0	0	0	124	0	0	0	94	0	0	0	72	0	0	0	76	0	0	8	127	0	0	0	205	0	0	0	70	0	0	0	46	0	0	0	60	0	0	0	36	0	0	0	97	0	0	0	315	0	0	12	149	0	0	0	169	0	0	0	246	0	0	0	222	0	0	0	127	0	0	0	228	0	0	11	258	0	0	0	106	0	0	0
genus296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	267	0	0	17	0	0	0	0	123	0	0	0	0	0	0	0	823	0	0	0	291	0	0	0	259	0	8	0	39	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	115	0	0	0	76	0	0	0	68	0	4	32	77	0	0	0	290	0	0	0	537	13	0	0	112	0	0	8	225	0	0	0	137	0	0	48	313	0	0	34	185	0	0	11	96	0	0	7	150	0	0	0	371	0	0	0	471	0	0	0	584	0	0	0	1298	0	0	0	33	0	0	0	413	0	0	0	649	0	0	0	1115	0	0	0	1576	0	0	2	291	0	0	6	261	0	0	0	86	0	0	11	46	0	0	0	170	15	0	39	897	0	10	0	286	13	0	0	201	0	0	0	4	7	0	0	394	0	0	15	249	0	0	3	111	0	0	0	361	0	0	13	307	0	0	0	173	0	0	2	310	0	0	0	156	0	0	0	619	0	0	0	337	0	0	12	328	0	0	0	89	0	0	0
genus297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	12	20	36	5	16	0	14	0	6	0	38	0	7	0	0	0	0	0	8	0	4	0	0	0	3	0	8	0	9	0	0	0	0	743	17	0	7	271	37	39	14	358	0	12	19	273	0	6	3	1606	8	0	0	62	29	79	8	15	0	0	0	623	26	15	0	665	0	0	0	475	7	0	26	631	7	5	0	2210	0	0	0	984	0	0	0	1368	27	36	17	619	8	0	0	1240	15	0	0	1314	38	0	0	1296	7	0	0	215	24	0	5	1168	36	7	0	668	84	17	108	139	18	0	0	430	0	0	0	857	0	0	0	619	15	6	28	215	4	0	9	477	15	0	50	742	13	5	77	739	23	0	19	589	35	0	25	587	12	0	27	391	6	0	0	204	0	0	0	716	0	0	5	368	0	0	0	45	16	0	0	209	0	0	0	457	0	0	42	584	76	0	12	332	8	0	4	57	0	0	4	314	0	0	8	274	0	0	13	261	0	0	0	41	0	0	20	730	0	48	0	414	0	0	0	395	0	0	33	33	27	5	0	176	0	0	14	259	0	0	0	218	0	0	0	231	0	0	14	395	32	9	0	303	0	0	14	328	0	0	0	552	9	0	0	371	0	0	0	416	0	0	13	438	0	0	97	291	8	0	0
genus298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	110	497	0	38	116	24	43	25	283	33	11	5	109	0	0	17	59	22	0	0	16	686	18	11	80	0	13	150	137	144	0	0	83	59	27	71	168	0	21	23	177	948	0	11	196	866	14	19	100	129	0	19	28	474	14	181	165	4262	24	10	32	2422	5	25	185	2792	0	0	52	1311	15	4	6	572	23	0	0	2800	5	0	21	1689	0	6	26	6319	367	49	9	1367	4	19	23	325	51	49	47	1967	15	13	72	8636	0	0	8	692	60	2	120	3178	23	39	108	2634	19	107	663	2509	0	5	23	851	0	5	33	1177	0	11	84	2576	0	24	261	966	26	16	93	1325	0	0	549	1013	0	0	361	1935	0	0	274	3248	0	0	293	818	0	0	158	15226	0	0	26	10114	0	0	151	23587	0	19	54	7882	0	0	38	2671	0	0	58	6002	0	24	28	6710	9	15	283	18543	37	0	34	27374	0	0	43	906	17	13	84	1607	0	0	86	1445	17	0	128	1738	0	15	41	1332	0	0	386	4630	19	283	20	1520	0	30	38	2639	0	0	136	70	11	0	45	4402	0	13	174	1627	0	0	71	767	0	0	0	1521	0	0	371	3038	0	73	25	3191	0	0	216	1597	0	0	32	2583	0	10	46	766	0	0	16	3752	0	0	282	1190	9	0	59	873	0	9	150
genus299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	18	0	39	0	29	15	10	0	18	0	0	0	8	0	0	0	25	0	0	0	0	0	9	9	8	0	0	0	31	0	0	5	54	3	0	0	0	0	10	0	42	0	9	0	32	6	0	0	0	0	0	144	10	5	0	0	0	0	4	71	7	0	0	0	0	13	9	0	15	0	0	0	12	0	0	216	18	0	0	177	0	0	0	171	0	0	7	34	17	0	0	60	0	0	0	0	83	0	0	30	20	0	7	17	0	0	0	47	0	0	0	9	0	0	0	221	17	0	0	226	34	0	0	302	126	0	0	298	67	0	11	517	13	0	0	90	22	0	0	14	123	0	0	215	44	0	16	0	0	0	0	0	47	0	0	2232	0	0	0	881	48	0	0	83	0	0	0	682	45	0	0	0	0	0	0	286	12	0	0	517	0	0	0	457	0	0	0	80	0	0	0	0	50	0	0	68	23	7	0	16	39	0	0	81	18	0	0	125	0	0	0	15	0	0	0	371	72	0	0	52	0	0	0	0	76	10	0	37	0	3	9	37	0	8	6	84	38	0	0	214	41	0	0	221	12	0	0	82	39	0	0	25	15	0	0	67	6	0	0	96	10	4	0	294	20	0	0	78	39	0	0	14	13	0	0
genus301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	290	6	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	14	0	0	0	45	0	20	21	0	0	8	0	0	0	0	0	60	0	0	0	13	0	0	0	0	0	0	0	22	0	0	46	0	0	0	0	58	0	0	0	0	0	0	18	0	0	0	0	0	0	0	49	0	0	0	0	0	16	16	0	0	0	0	95	16	0	0	0	13	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	9	0	0	0	27	0	0	0	0	0	0	35	0	0	0	73	70	0	0	2	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	29	40	0	0	0	42	0	0	258	0	0	0	86	0	0	0	0	0	0	0	16	20	0	0	12	0	0	0	8	18	0	0	0	0	0	0	64	0	0	0	29	0	0	0	0	0	3	0	8	0	26	0	0	19	0	11	0	48	0	8	15	0	0	0	33	17	0	6	10	0	0	0	232	16	0	0	90	0	0	0	0	39	0	0	0	0	15	0	262	17	6	0	20	0	0	0	0	0	0	0	17	0	0	0	18	0	0	0	24	23	0	0	660	0	0	6	0	33	3	0	9	12	0	0	79	20	0	19	153	25	0	0	252	0	0	0	206	0	0	0	4	18	0	0	0	0	0	0
genus302	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	34	0	0	0	43	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	6	0	170	12	24	28	220	13	82	15	258	17	18	9	70	15	55	12	55	53	11	0	43	11	11	24	70	0	52	180	70	180	59	0	82	0	60	79	165	360	106	45	164	503	0	0	172	999	20	15	61	32	0	24	29	540	23	248	121	228	11	16	33	2756	41	169	120	1304	0	17	54	549	0	0	0	1340	58	0	0	1385	26	0	0	461	31	9	31	935	80	14	64	897	79	18	20	4580	0	30	23	3762	26	10	62	1001	11	0	0	1202	49	0	99	855	58	50	121	453	69	121	543	481	0	0	0	1055	13	0	0	1152	529	0	68	949	42	23	291	315	0	0	70	1026	0	0	530	2159	307	25	298	2209	10	0	262	1065	44	0	280	701	32	0	141	2192	0	0	0	869	0	0	154	2990	11	10	43	1965	0	0	43	575	62	0	45	2590	0	38	25	7795	164	18	322	2053	22	0	93	552	28	19	47	1599	16	47	63	544	20	0	65	1973	24	0	152	2612	30	0	55	1495	9	0	338	2563	25	401	0	1410	16	31	29	1912	31	0	240	386	0	131	46	860	11	0	142	2126	15	5	55	1415	22	7	11	2862	59	0	351	3103	0	72	28	707	41	0	152	1416	33	9	27	801	14	5	24	1689	7	7	0	2636	32	0	249	2354	35	0	208	6297	54	0	107
genus303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	63	11	0	0	93	0	0	0	28	0	0	0	25	11	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	7	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus304	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	21	7	0	14	1548	0	0	0	88	0	0	19	14	0	0	8	2035	28	0	0	98	16	0	10	7	15	0	9	99	0	15	15	386	12	0	0	208	0	0	23	922	0	25	21	582	8	0	35	813	0	0	0	818	0	0	0	1834	0	47	47	157	0	0	3	510	0	0	20	1391	0	0	5	1216	0	0	0	459	0	4	9	2457	0	0	6	1180	0	0	0	1145	109	46	9	1619	22	0	0	414	57	0	0	65	0	0	15	1278	0	0	0	1606	0	0	20	115	7	0	3	277	0	12	131	255	0	5	0	814	0	0	0	1114	10	0	6	198	34	0	34	356	21	0	6	392	0	0	82	1069	75	0	121	924	13	0	34	1010	7	0	32	73	0	0	16	441	0	0	0	7503	0	0	6	7893	0	0	6	2595	0	0	0	553	0	0	0	200	0	2	0	884	0	0	38	5718	28	0	9	7477	0	0	6	430	0	12	14	381	0	0	0	222	11	0	28	549	0	0	8	145	0	0	35	566	0	22	0	381	15	0	0	355	0	0	27	28	10	0	0	496	0	0	42	186	0	0	5	75	0	0	0	278	0	0	58	368	0	12	0	958	9	0	10	378	29	0	0	218	8	0	4	510	0	0	0	359	6	0	35	249	0	0	0	496	8	0	11
genus305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	718	0	0	4	512	13	7	54	33	95	0	85	1444	0	0	16	570	0	0	7	1886	8	0	0	1077	43	0	18	2484	14	36	19	367	0	0	16	632	16	6	33	3113	90	119	68	997	0	0	10	2160	0	13	0	1508	0	0	0	461	9	144	36	5609	0	0	8	3597	9	81	50	798	0	0	0	2190	8	0	0	1682	19	0	0	2175	0	0	0	1687	0	0	0	2202	167	13	0	1786	64	17	0	2937	18	0	0	2914	13	0	14	1129	0	0	0	963	0	0	21	1942	22	0	0	3933	0	9	95	1366	0	0	0	1264	0	0	0	934	0	0	16	875	12	3	96	622	0	0	26	1371	0	0	328	637	0	0	104	946	0	0	106	819	0	0	34	798	0	0	25	2855	0	0	0	921	0	0	6	1829	0	0	0	3051	0	0	0	3559	0	0	0	2217	0	0	0	1212	0	0	67	1269	0	0	0	2503	10	0	0	1797	0	0	4	720	0	0	12	1162	0	0	44	823	14	0	0	876	11	0	114	582	0	112	0	1438	0	0	0	928	0	0	38	221	74	33	0	812	13	0	0	846	0	0	0	1574	0	0	0	2142	0	0	136	1312	15	0	0	766	0	0	22	1184	0	0	3	958	0	0	0	2132	0	0	0	2282	0	0	14	901	0	0	0	870	0	0	28
