	D01E01C	D01E01D	D01E01I	D01E01J	D01E02C	D01E02D	D01E02I	D01E02J	D01E03C	D01E03D	D01E03I	D01E03J	D01E04C	D01E04D	D01E04I	D01E04J	D01E05C	D01E05D	D01E05I	D01E05J	D01E06C	D01E06D	D01E06I	D01E06J	D01E07C	D01E07D	D01E07I	D01E07J	D01E08C	D01E08D	D01E08I	D01E08J	D01E09C	D01E09D	D01E09I	D01E09J	D01E10C	D01E10D	D01E10I	D01E10J	D04E01C	D04E01D	D04E01I	D04E01J	D04E02C	D04E02D	D04E02I	D04E02J	D04E03C	D04E03D	D04E03I	D04E03J	D04E04C	D04E04D	D04E04I	D04E04J	D04E05C	D04E05D	D04E05I	D04E05J	D04E06C	D04E06D	D04E06I	D04E06J	D04E07C	D04E07D	D04E07I	D04E07J	D04E08C	D04E08D	D04E08I	D04E08J	D04E09C	D04E09D	D04E09I	D04E09J	D04E10C	D04E10D	D04E10I	D04E10J	D07E01C	D07E01D	D07E01I	D07E01J	D07E02C	D07E02D	D07E02I	D07E02J	D07E03C	D07E03D	D07E03I	D07E03J	D07E04C	D07E04D	D07E04I	D07E04J	D07E05C	D07E05D	D07E05I	D07E05J	D07E06C	D07E06D	D07E06I	D07E06J	D07E07C	D07E07D	D07E07I	D07E07J	D07E08C	D07E08D	D07E08I	D07E08J	D07E09C	D07E09D	D07E09I	D07E09J	D07E10C	D07E10D	D07E10I	D07E10J	D14E01C	D14E01D	D14E01I	D14E01J	D14E02C	D14E02D	D14E02I	D14E02J	D14E03C	D14E03D	D14E03I	D14E03J	D14E04C	D14E04D	D14E04I	D14E04J	D14E05C	D14E05D	D14E05I	D14E05J	D14E06C	D14E06D	D14E06I	D14E06J	D14E07C	D14E07D	D14E07I	D14E07J	D14E08C	D14E08D	D14E08I	D14E08J	D14E09C	D14E09D	D14E09I	D14E09J	D14E10C	D14E10D	D14E10I	D14E10J	D21E01C	D21E01D	D21E01I	D21E01J	D21E02C	D21E02D	D21E02I	D21E02J	D21E03C	D21E03D	D21E03I	D21E03J	D21E04C	D21E04D	D21E04I	D21E04J	D21E05C	D21E05D	D21E05I	D21E05J	D21E06C	D21E06D	D21E06I	D21E06J	D21E07C	D21E07D	D21E07I	D21E07J	D21E08C	D21E08D	D21E08I	D21E08J	D21E09C	D21E09D	D21E09I	D21E09J	D21E10C	D21E10D	D21E10I	D21E10J	D28E01C	D28E01D	D28E01I	D28E01J	D28E02C	D28E02D	D28E02I	D28E02J	D28E03C	D28E03D	D28E03I	D28E03J	D28E04C	D28E04D	D28E04I	D28E04J	D28E05C	D28E05D	D28E05I	D28E05J	D28E06C	D28E06D	D28E06I	D28E06J	D28E07C	D28E07D	D28E07I	D28E07J	D28E08C	D28E08D	D28E08I	D28E08J	D28E09C	D28E09D	D28E09I	D28E09J	D28E10C	D28E10D	D28E10I	D28E10J	D35E01C	D35E01D	D35E01I	D35E01J	D35E02C	D35E02D	D35E02I	D35E02J	D35E03C	D35E03D	D35E03I	D35E03J	D35E04C	D35E04D	D35E04I	D35E04J	D35E05C	D35E05D	D35E05I	D35E05J	D35E06C	D35E06D	D35E06I	D35E06J	D35E07C	D35E07D	D35E07I	D35E07J	D35E08C	D35E08D	D35E08I	D35E08J	D35E09C	D35E09D	D35E09I	D35E09J	D35E10C	D35E10D	D35E10I	D35E10J	D42E01C	D42E01D	D42E01I	D42E01J	D42E02C	D42E02D	D42E02I	D42E02J	D42E03C	D42E03D	D42E03I	D42E03J	D42E04C	D42E04D	D42E04I	D42E04J	D42E05C	D42E05D	D42E05I	D42E05J	D42E06C	D42E06D	D42E06I	D42E06J	D42E07C	D42E07D	D42E07I	D42E07J	D42E08C	D42E08D	D42E08I	D42E08J	D42E09C	D42E09D	D42E09I	D42E09J	D42E10C	D42E10D	D42E10I	D42E10J
genus244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	5	0	41	0	0	0	0	0	0	0	0	0	0	0	0	857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	45	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	219	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	42	0	0	0	35	0	0	0	73	26	0	0	109	0	0	0	73	0	0	0	37	0	0	0	55	0	2	0	72	0	297	0	0	0	0	0	0	0	0	0	105	0	0	0	56	0	0	0	149	0	0	0	70	0	0	0	131	0	0	0	40	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	689	0	0	0	0	0	55	0	0	0	0	0	0	0	63	0	433	0	90	0	0	0	0	0	0	10	0	0	0	0	0	0	20	0	52	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	1208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus248	0	0	0	0	0	0	0	0	103	0	0	0	0	4	0	34	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	104	482	0	102	85	5	322	246	490	0	0	367	346	18	0	269	182	139	0	75	55	267	0	298	169	17	0	107	842	415	0	268	266	7	252	196	301	18	665	213	211	292	558	179	252	12	0	219	206	696	0	236	90	0	0	93	217	490	0	206	97	1065	0	286	281	4	0	152	138	4	9	13	120	132	43	14	124	5	0	176	0	4	0	14	0	0	79	176	0	1859	0	144	467	0	69	268	0	0	241	281	0	0	311	160	0	3	0	384	0	7	764	355	0	1209	10	93	166	1506	1436	347	0	478	2	53	592	2	232	137	1931	0	3	179	263	0	658	383	0	0	154	216	341	0	543	511	219	45	763	186	267	0	584	139	0	0	0	326	355	302	705	186	406	0	0	264	8	0	0	187	1106	0	0	151	921	0	226	98	30	0	0	161	531	3	0	191	5	676	0	218	643	0	0	428	224	0	1826	376	560	0	13	85	166	0	191	158	364	104	1384	228	304	0	0	444	391	1394	0	121	279	0	0	483	317	1090	121	13	116	435	1320	305	128	0	1046	409	89	0	324	294	297	0	382	447	471	4	373	191	338	0	3	193	0	0	2	411	352	182	201	44	5	6091	266	364	64	0	0	423	2	144	239	106	0	0	0	234	5	473	253	6	364	336	0	646
genus249	0	0	116	67	0	0	0	0	0	0	64	84	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus250	0	940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus251	2135	10	683	212	634	799	0	434	359	497	292	77	215	0	0	228	301	1820	0	2334	138	1052	0	289	500	717	72	0	4097	1324	232	76	45	4196	352	400	76	3838	0	3590	700	975	1147	66	439	3889	420	770	577	0	0	0	321	8	0	35	884	612	0	0	447	13	0	0	817	8	0	82	943	192	6	0	914	11	161	0	498	546	1866	0	831	6	3	0	477	0	4	116	588	1311	3	586	734	948	121	10	572	963	0	356	363	0	492	22	1031	168	162	0	633	5	0	12	500	0	0	5	321	177	0	79	0	0	0	0	0	3	143	27	0	3	188	102	0	3	250	72	163	864	102	0	0	3	157	0	0	16	0	3	925	5	0	0	0	1047	3	91	12	0	794	69	0	924	36	0	1926	0	2	19	1454	400	694	17	0	1145	0	49	0	1052	4	197	1324	168	435	32	0	0	2	0	27	151	0	0	5	42	1169	0	377	0	3600	29	19	13	125	0	2078	0	0	0	1294	0	0	0	205	0	266	0	8	4	0	0	2	932	0	32	9	0	0	626	2408	1137	0	0	248	1775	875	0	465	0	0	21	1437	8	595	80	632	1072	513	0	763	0	0	0	1002	0	0	0	501	0	0	158	678	338	102	131	978	2	191	0	321	0	1016	0	494	352	370	0	904	0	379	0	197	544	673	0	0	0	776	12	4	0	0	0	798	7	4	124	0	922	453	0	392	816	0	0	0	29	0	0	0	0	0	0	0	20	444	0	0	0	0	53
genus252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus253	269	1147	0	165	0	889	0	115	223	455	63	0	0	0	0	67	0	582	0	0	81	0	0	0	141	1446	28	0	1187	0	0	0	27	0	116	190	60	0	0	1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	3	22	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	42	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	21	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	62	46	0	0	266	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	0	0	0	0	38	0	0	469	63	0	0	3	0	0	0	3	0	0	0	0	0	0	0	3088	36	0	0	16	75	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	72	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	3	50	0	0	60	0	0	0	0	48
genus254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	196	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	9	0	0	0	288	14	0	0	139	0	0	198	57	0	0	0	259	0	0	0	52	0	0	0	204	44	0	0	164	20	0	0	70	0	0	0	76	29	0	0	91	0	0	0	67	0	0	0	33	0	0	0	126	11	0	0	205	66	0	0	42	0	0	0	54	0	0	18	12	0	0	0	41	0	0	0	56	0	0	0	72	0	0	0	63	0	0	0	144	0	0	226	157	0	0	0	127	0	0	0	222	0	0	0	230	0	0	0	120	130	0	0	130	175	0	0	117	0	0	0	73	0	0	0	115	157	0	285	32	128	0	443	0	0	0	122	109	0	0	0	0	283	0	0	72	7	0	262	87	0	0	0	117	0	0	0	99	0	0	0	101	0	0	0	202	4	0	0	0	600	0	0	0	0	0	0	136	0	0	0	42	0	0	0	212	0	0	0	51	0	0	0	17	0	0	0	83	0	0	0	146	0	0	0	124	0	0	0	29	0	0	0	179	0	0	0	0	0	0	216	64	0	0	0	178	0	0	102	90	0	0	73	220	0	0	0	59	0	0	0	111	0	0	0	177	0	0	0	66	0	0	257	169	0	0	0	170	0	58	199	243	0	0	3	226	0	110	0	0	327	0	0	24
genus256	778	595	7533	7666	721	0	7149	8560	224	5	9649	5422	407	234	5111	1900	24	8	4942	12764	150	0	1883	6238	892	4	11914	2608	6559	4	1106	3473	134	9	17564	3892	75	39	12020	912	641	10	0	0	276	632	187	26	52	0	7	0	261	0	562	72	544	152	9	40	534	0	363	36	208	0	1375	0	63	0	8	0	127	0	4	0	553	0	21	4	288	0	4404	1045	256	0	1851	107	135	0	19	13	0	3	2041	90	95	0	734	459	51	0	380	18	237	0	9	0	145	0	21	6	155	0	136	80	145	0	22	190	0	0	6338	1150	2	0	4918	945	162	0	3496	584	152	0	1223	259	0	217	1008	0	695	0	1055	10	138	0	2954	17	0	0	6	0	210	43	1388	435	26	709	17	0	0	0	2403	1158	198	0	4918	595	0	0	6	0	35	0	10	0	389	0	0	239	0	0	0	0	629	0	0	126	250	229	3	126	958	18	0	173	144	0	109	69	0	0	172	70	0	0	9	0	333	0	2524	110	274	6	1608	718	3	2681	0	241	509	0	6	22	195	0	3	40	0	0	1133	51	108	0	0	90	0	0	688	42	375	0	323	0	0	0	592	10	67	0	605	53	135	0	0	54	0	0	1262	165	224	0	1291	70	0	0	104	52	40	0	4	0	278	0	20	0	238	0	96	0	442	0	133	31	0	0	0	0	0	2	261	54	0	586	2	83	30	0	56	7	104	0	0	0	0	0	0	25	0	0	9	0	432	38	935	46	0	0	794	164
genus257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	70	0	0	292	1778	0	0	413	0	0	0	173	0	0	0	182	265	0	68	389	0	0	0	198	3	0	0	355	0	0	0	401	0	0	0	592	0	0	0	194	0	0	0	99	4	0	0	627	362	0	7	350	0	0	0	245	111	409	0	83	0	0	0	435	0	0	0	273	0	0	0	118	0	0	0	60	0	0	0	0	0	0	0	0	0	0	62	107	0	0	0	74	0	0	0	0	587	48	0	0	0	0	0	509	0	0	0	0	0	0	0	0	24	0	0	0	4	0	0	0	462	0	0	0	578	0	0	0	548	0	0	0	0	429	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	365	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	1046	0	0	299	0	0	0	603	408	449	0	291	4	472	0	433	0	0	0	483	0	240	0	452	65	0	0	514	0	283	0	140	0	0	0	270	0	2	0	726	0	249	113	323	356	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus258	0	0	0	497	70	0	0	427	140	0	940	711	0	0	83	237	0	0	136	373	52	0	23	45	0	0	334	53	1225	0	0	47	16	0	0	147	130	0	28	7	2202	1000	5158	687	2798	2230	324	460	3985	25	3692	515	2130	1303	164	167	1947	2870	131	162	2758	20	2	371	2472	993	0	315	2429	17	3072	378	4698	0	11	365	3277	6	2244	176	3280	1574	2087	188	1955	16	5	378	2622	1203	1166	423	2600	0	155	93	2811	1913	664	555	1589	11	984	403	2342	123	128	107	2959	777	0	0	1994	0	54	0	2605	692	2	297	0	7	58	19	125	625	445	140	1111	2627	191	149	658	3	217	374	0	2	812	304	455	2234	799	135	1625	407	713	417	462	5	0	440	874	1352	8	58	247	967	1122	163	1526	0	0	550	1517	0	3090	248	1246	1446	471	260	189	1795	2833	346	1613	0	0	204	3011	484	1076	299	967	395	0	111	1415	552	0	78	956	679	3	159	263	0	1239	419	449	0	418	312	603	0	3555	354	1593	0	0	244	500	266	405	81	1435	15	802	248	1758	2517	778	257	55	0	956	425	1371	951	2	294	321	0	665	148	957	0	755	53	2779	688	607	706	3657	1053	0	261	2694	1780	892	269	2377	1316	3175	242	2717	5	0	506	2913	1378	0	197	2130	274	1306	597	1335	6	7608	504	2603	0	334	107	2035	963	888	216	2195	2105	1407	492	924	0	1126	171	424	0	444	279	0	0	1739	84	29	1218	672	450	319	2448	323	546	0	144	244	267	235	0	0	172	1023	323	223	25	543	0	214	103
genus259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1512	366	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	56	9	0	0	0	0	0	0	0	0	0	0	42	35	0	0	39	54	0	0	0	5	0	0	0	0	0	0	138	0	0	0	10	7	0	0	0	13	0	0	154	0	0	0	0	0	0	0	48	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	532	0	0	0	363	250	0	0	0	0	0	0	0	0	0	0	29	11	0	0	0	1087	0	0	0	0	0	0	0	0	0	561	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	187	0	0	0	133	0	0	370	0	0	0	0	0	0	0	0	0	0	9	0	0	0	5	0	0	0	73	0	0	16	0	0	0	0	413	0	0	0	0	1066	0	0	0	0	0	0	35	0	0	0	11	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	167	0	0	397	584	0	0	0	0	0	0	0	206	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	554	14	0	0	0	0
genus260	0	504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	121	0	0	0	0	842	639	0	453	481	5711	0	2853	1026	16	0	724	10405	548	13	379	954	809	183	487	1141	750	729	563	653	15	0	563	11233	31	1291	585	789	0	27	764	781	0	8276	604	1224	576	1189	421	425	1147	2044	843	944	2367	0	1989	913	830	4	291	561	789	3	1062	508	9	3	946	1070	11	123	234	385	18	3	25	462	156	68	75	1243	345	145	145	3	543	170	38	241	11	958	471	789	701	93	209	0	844	532	455	176	266	785	477	0	317	0	284	320	0	2	662	769	26	241	712	0	5717	6	431	394	0	726	415	12	0	0	531	8354	0	6	376	4470	1068	0	527	204	2	1744	821	0	649	870	542	510	905	1467	605	6	424	798	306	245	864	641	243	0	325	1948	659	4408	2951	10873	889	589	823	1678	493	2607	0	5	340	5745	0	434	352	1487	21	232	356	0	3776	0	405	351	0	352	490	325	0	1538	2068	7008	1212	509	313	1285	2791	5	414	4331	0	8	38	1335	0	1504	466	1291	1516	1039	449	837	0	0	685	1187	1018	2	190	1249	1171	9	874	862	5780	297	394	1000	2539	765	579	888	0	3337	705	746	0	2291	303	567	5	826	1126	851	1015	207	258	686	1107	755	212	348	0	641	401	0	213	0	247	5	403	1329	641	519	0	591	438	0	287	1043	221	0	0	2740	475	0	648	569	23	936	0	444	132
genus261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	114	0	0	0	0	0	0	112	0	0	0	86	0	0	0	62	75	0	0	45	0	0	0	0	0	0	0	276	0	0	0	69	0	0	0	221	0	283	0	78	0	0	0	0	286	0	0	112	0	0	0	102	0	0	0	0	208	0	0	40	468	0	0	218	0	0	0	50	0	0	0	183	0	0	0	68	0	0	0	0	0	22	0	0	0	6	0	0	0	0	0	189	0	0	0	0	7	0	0	0	0	106	0	0	0	0	0	0	0	0	0	365	185	0	0	0	0	0	0	0	0	15	0	391	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	185	0	55	0	0	0	9	0	0	0	596	0	142	0	7	0	0	0	1919	0	0	0	19	0	0	0	0	0	0	0	62	0	0	0	133	0	0	0	105	0	0	0	175	0	0	0	0	0	0	0	0	430	0	0	67	614	140	0	31	0	0	0	99	0	0	0	73	0	0	0	312	0	141	0	0	0	0	0	0	0	0	0	0	189	540	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0
