D01E01D D01E02D D01E03D D01E04D D01E05D D01E06D D01E07D D01E08D D01E09D D01E10D D04E01D D04E02D D04E03D D04E04D D04E05D D04E06D D04E07D D04E08D D04E09D D04E10D D07E01D D07E02D D07E03D D07E04D D07E05D D07E06D D07E07D D07E08D D07E09D D07E10D D14E01D D14E02D D14E03D D14E04D D14E05D D14E06D D14E07D D14E08D D14E09D D14E10D D21E01D D21E02D D21E03D D21E04D D21E05D D21E06D D21E07D D21E08D D21E09D D21E10D D28E01D D28E02D D28E03D D28E04D D28E05D D28E06D D28E07D D28E08D D28E09D D28E10D D35E01D D35E02D D35E03D D35E04D D35E05D D35E06D D35E07D D35E08D D35E09D D35E10D D42E01D D42E02D D42E03D D42E04D D42E05D D42E06D D42E07D D42E08D D42E09D D42E10D
D14E09D 0.95 0.91 0.99 0.97 1 1 0.92 0.87 0.99 0.98 -0.15 0.13 -0.4 -0.8 -0.31 -0.78 -0.26 0.05 -1 -0.69 -0.78 -0.29 -1 -0.54 -0.78 -0.91 -0.82 -1 -1 -0.82 -0.65 -1 -0.25 -0.14 -0.16 -0.78 -0.91 -0.88 0 -1 -0.75 -0.75 -0.7 -0.81 -0.77 -0.8 -0.97 -0.79 -1 -0.93 -0.95 -0.72 -1 -0.93 -0.98 -0.98 -0.87 0.14 -0.95 0.77 -0.95 -0.99 -0.42 0.42 0.34 -0.87 -0.99 0.72 -0.89 -1 -0.14 -0.97 0.46 0.18 -0.96 -0.92 -0.85 0.96 -0.11 -0.98
D14E10D 0.96 0.92 0.96 0.97 1 1 0.93 0.88 1 0.98 -0.76 -0.95 0.1 -0.77 -0.51 -0.14 -0.15 -0.36 -0.98 -0.29 -0.16 -0.97 -1 -0.97 -0.81 -0.99 -0.97 -1 -0.99 -0.96 -0.87 -1 -0.88 -0.87 -0.98 -0.97 -0.94 -0.96 -1 0 -0.97 -0.87 -0.73 -0.87 -0.99 -1 -0.99 -0.72 -0.57 -0.99 -0.9 -1 -1 -0.78 -0.52 -1 -0.98 0.1 -1 -0.93 -0.97 -0.98 -0.76 -0.91 -0.64 -0.84 -0.98 -0.63 -0.98 -1 -0.84 -0.99 -0.79 -0.97 -0.95 -0.28 -0.24 0.58 -0.95 -1
D21E01D 0.97 0.93 0.87 0.98 1 1 0.94 0.9 1 0.91 -0.74 -0.94 0.2 -0.47 -0.11 -0.28 0.8 -0.84 -1 -0.37 -0.23 -0.99 -1 -0.95 0.29 -0.92 -0.88 -0.85 -0.49 -0.36 -0.54 -0.94 0.14 0.75 -0.61 -0.95 -0.12 -0.87 -0.75 -0.97 0 -0.93 -0.88 -0.99 -0.9 -0.98 -0.1 -0.96 -0.93 -0.89 -0.97 -1 -1 -1 -0.69 -1 -0.92 -0.7 -0.93 -0.96 -0.97 -1 -0.98 -1 -0.67 -1 -0.89 -0.73 -1 -1 -1 -0.96 -0.98 -0.92 -0.97 -0.86 0.18 0.54 -0.67 -0.83
D21E02D 0.93 0.49 0.71 0.95 1 0.99 0.9 0.84 0.98 0.97 -0.95 -0.98 -0.42 -0.98 0.46 -0.99 -0.97 -0.43 -1 -0.78 -0.81 -0.69 -0.97 -0.99 -0.61 -1 -0.99 -1 -1 -0.97 -0.99 -1 0.36 -0.87 -0.93 -0.98 -0.93 -0.83 -0.75 -0.87 -0.93 0 -0.98 -1 -0.96 -1 -1 -0.75 -1 -0.91 -1 -1 -1 -0.99 -0.86 -0.99 -0.98 -0.66 -1 -0.99 -0.89 -1 -0.98 -1 -0.81 -1 -1 0.48 -1 -0.99 -0.8 -0.98 -0.92 -0.99 -0.93 -0.95 -0.28 0.52 -0.99 -0.92
D21E03D 0.8 0.65 0.64 0.84 0.99 1 0.69 0.53 1 0.91 -0.78 -0.96 -0.64 -1 -0.65 -0.54 -0.86 -0.82 -0.99 -0.85 -0.61 -0.99 -0.99 -0.92 -0.89 -0.9 -0.78 -0.94 -0.98 -0.87 -0.98 -1 -0.99 -0.99 -0.95 -0.98 -0.68 -0.99 -0.7 -0.73 -0.88 -0.98 0 -1 -1 -1 -1 -1 -0.96 -0.87 -0.98 -1 -1 -1 -0.99 -1 -0.43 -0.42 -0.98 -1 -1 -1 -0.85 -1 -0.88 -1 -0.99 -0.52 -0.96 -0.99 -1 -1 -0.72 -1 -1 0.03 -0.55 0.27 -0.81 -0.96
D21E04D 0.97 0.93 0.97 0.98 1 0.99 0.95 0.54 0.99 0.99 -0.86 -0.79 0.08 -1 -0.95 -0.42 0.15 -0.54 -1 -1 -0.6 -0.37 -1 -0.97 -0.39 -0.98 -0.79 -0.99 -0.98 -0.82 -0.89 -0.99 -0.09 0.56 -0.88 -1 -0.96 0.64 -0.81 -0.87 -0.99 -1 -1 0 -0.92 -0.98 -0.82 -0.99 -0.74 -0.96 -0.99 -1 -1 -0.99 -0.96 -1 -0.94 0.06 -1 -0.98 -0.93 -1 -0.7 -0.96 -0.64 -0.99 -1 -0.94 -0.99 -0.99 -0.99 -0.99 -0.75 -0.97 -1 -0.77 0.2 0.83 -0.98 -0.94
D21E05D 0.83 0.94 0.71 0.98 1 1 0.95 0.92 1 0.93 -0.4 -0.72 0.61 -0.77 0.49 -0.68 0.22 -0.01 -1 -0.63 -0.09 -0.84 -0.9 -0.84 -0.34 -0.93 -0.84 -0.99 -0.97 -0.61 -0.49 -0.82 -0.08 0.95 -0.07 -0.87 -0.58 -0.83 -0.77 -0.99 -0.9 -0.96 -1 -0.92 0 -0.97 -1 -0.75 0.22 -0.61 -1 -0.96 -0.95 -0.96 -0.97 -1 -0.98 0.13 -0.95 -1 -0.98 -1 -0.99 -0.97 -0.93 -1 -0.99 -0.12 -0.99 -0.98 -1 -1 -0.82 -0.86 -0.98 -0.92 -0.11 -0.46 -0.91 -0.95
D21E06D 0.95 0.9 0.78 0.97 0.95 1 0.62 0.86 1 0.98 -0.86 -0.48 -0.87 -0.9 -0.05 -0.71 -0.75 0.63 -1 -0.75 -0.4 -0.98 -1 -1 -0.81 -1 -1 -1 -0.97 -0.98 -0.58 -1 -0.85 -0.99 -0.89 -1 -0.82 -0.8 -0.8 -1 -0.98 -1 -1 -0.98 -0.97 0 -1 -0.98 -0.58 -1 -1 -1 -1 -1 -1 -1 -1 -0.8 -1 -0.98 -1 -1 -1 -0.95 -0.94 -1 -1 -0.94 -1 -1 -1 -1 -0.86 -0.99 -1 -0.11 -0.65 0.11 -1 -1
D21E07D 0.96 0.92 0.83 0.97 1 0.99 0.93 0.89 1 0.99 -0.78 -0.96 0.24 -0.72 -0.51 -1 -0.8 -0.88 -1 -0.7 -0.49 -0.82 -0.85 -0.92 0.06 -0.96 -0.85 -0.91 -0.91 -0.7 -0.11 -0.96 -0.83 -0.84 -0.86 -0.95 -0.99 0.55 -0.97 -0.99 -0.1 -1 -1 -0.82 -1 -1 0 -0.96 -0.87 -0.99 -1 -0.95 -0.97 -0.96 -0.83 -1 -0.94 -0.79 -1 -0.96 -1 -1 -0.99 -0.92 -0.54 -1 -0.96 0.27 -1 -1 -0.99 -1 -0.44 -0.95 -1 -0.87 0.23 0.17 -0.88 -1
D21E08D 0.69 0.89 0.73 0.76 1 1 0.9 0.85 0.94 0.84 -0.99 -0.91 0.52 -0.98 -0.16 -0.91 -0.97 -0.82 -1 -0.92 0.31 -0.81 -0.93 -0.94 -0.77 -0.99 -0.49 -0.96 -0.89 -0.93 -0.93 -1 0.6 -0.93 -0.96 -1 -0.84 -0.96 -0.79 -0.72 -0.96 -0.75 -1 -0.99 -0.75 -0.98 -0.96 0 -0.89 -0.96 -1 -0.99 -0.98 -0.93 -0.95 -1 -0.99 -0.59 -0.89 -0.19 -0.95 -1 -0.78 -0.96 -0.98 -0.99 -1 0.56 -0.93 -1 -0.99 -1 -0.96 -0.94 -0.99 -0.79 -0.92 0.58 -1 -0.99
D21E09D 0.93 0.88 0.91 0.95 0.99 1 0.89 0.83 0.98 0.96 -0.39 0.06 0.58 -0.58 0.31 -0.18 -0.53 -0.58 -0.99 -0.26 -0.33 0.51 -0.94 -0.84 -0.41 -0.82 -0.56 -0.98 -0.83 -0.46 -0.92 -0.86 0.7 -0.79 -0.22 -0.94 -0.85 -0.49 -1 -0.57 -0.93 -1 -0.96 -0.74 0.22 -0.58 -0.87 -0.89 0 -0.99 -0.92 -0.97 -0.99 -1 -0.85 -0.99 -0.99 -0.65 -0.83 0.29 -0.69 -1 -0.92 -0.77 -0.89 -0.99 -0.99 0.63 -0.98 -0.99 -0.8 -1 -0.76 -0.58 -0.77 -0.77 -0.59 0.42 -0.94 -1
D21E10D 0.63 0.86 0.67 0.94 1 1 0.88 0.82 0.99 0.96 -0.35 0.58 0.29 0.1 -0.78 -0.48 -0.75 -0.38 -0.96 0.12 0.08 -0.37 -0.98 -0.98 -0.86 -0.87 -0.98 -1 -0.96 -0.98 -0.91 -0.98 -0.02 -0.86 -0.93 -1 -0.97 -0.81 -0.93 -0.99 -0.89 -0.91 -0.87 -0.96 -0.61 -1 -0.99 -0.96 -0.99 0 -0.99 -0.93 -1 -1 -0.98 -1 -0.98 0.03 -0.99 -0.42 -1 -1 -1 -0.83 -0.62 -1 -1 -0.51 -1 -1 -0.91 -1 -1 -0.86 -0.99 -0.99 -1 -0.71 -0.92 -1
D28E01D 0.34 0.75 0.71 0.86 0.96 0.99 0.19 0.7 0.83 0.55 -0.84 -0.65 -0.94 -0.92 -0.94 -1 -0.99 -0.89 -1 -0.52 -0.88 -0.99 -1 -1 -0.95 -1 -0.99 -1 -1 -1 -0.72 -0.95 -0.41 -0.37 -0.8 -0.96 -0.99 -0.9 -0.95 -0.9 -0.97 -1 -0.98 -0.99 -1 -1 -1 -1 -0.92 -0.99 0 -1 -1 -0.99 -0.97 -1 -0.96 0.03 -1 -0.97 -1 -1 -1 -0.96 -0.96 -1 -1 -0.67 -1 -1 -0.87 -1 -1 -0.98 -1 -1 -0.97 -0.77 -1 -0.99
D28E02D 0.67 0.87 0.7 0.95 0.98 1 0.89 0.83 0.98 0.97 -0.77 -0.84 -0.76 -0.75 -0.99 -0.95 -0.84 -0.9 -1 -0.05 -0.59 -0.99 -1 -1 -0.97 -0.99 -1 -0.98 -0.99 -0.96 -0.95 -0.99 -0.11 -0.96 -0.95 -0.87 -0.9 -0.87 -0.72 -1 -1 -1 -1 -1 -0.96 -1 -0.95 -0.99 -0.97 -0.93 -1 0 -1 -1 -0.89 -1 -1 -0.97 -1 -0.86 -0.91 -1 -1 -1 -1 -1 -1 -0.99 -1 -1 -1 -1 -1 -0.85 -1 -0.93 -0.55 -0.02 -1 -1
D28E03D 0.8 0.7 0.17 0.83 0.99 0.99 0.75 0.65 0.94 0.47 -1 -0.92 -0.95 -1 -0.99 -0.89 -0.49 -0.68 -1 -0.97 -0.89 -0.96 -1 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 -0.94 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.95 -1 -0.97 -0.98 -0.99 -1 -1 -1 0 -1 -0.98 -1 -1 -0.98 -1 -0.97 -1 -1 -1 -1 -0.96 -1 -1 -0.98 -1 -1 -1 -1 -1 -1 -1 -0.85 -1 -0.88 -1 -1
D28E04D 0.71 0.89 0.43 0.78 0.98 1 0.58 0.39 0.95 0.98 -0.03 -0.83 -0.05 -0.5 -0.69 -0.08 -0.04 -0.43 -0.97 0.3 -0.79 -0.9 -0.99 -0.99 -0.95 -0.98 -0.97 -1 -0.53 -0.98 -1 -0.99 -0.34 -0.91 -0.96 -0.74 -0.72 -0.97 -0.93 -0.78 -1 -0.99 -1 -0.99 -0.96 -1 -0.96 -0.93 -1 -1 -0.99 -1 -1 0 -1 -1 -1 -0.64 -1 -0.98 -1 -1 -1 -0.98 -0.95 -1 -0.94 -0.88 -1 -1 -1 -1 -1 -1 -1 -0.24 -0.83 -0.01 -0.96 -0.99
D28E05D 0.72 0.9 0.93 0.77 1 1 0.92 0.86 1 0.98 0.19 -0.32 0.89 -0.96 0.85 -0.01 0.56 0.85 -0.84 0.74 -0.03 -0.17 -0.44 -0.87 -0.43 -0.97 -0.36 -0.73 -0.49 -0.83 -0.79 -0.85 0.94 0.65 -0.76 -0.87 -0.17 -0.91 -0.98 -0.52 -0.69 -0.86 -0.99 -0.96 -0.97 -1 -0.83 -0.95 -0.85 -0.98 -0.97 -0.89 -0.98 -1 0 -1 -0.9 0.41 -0.97 -0.76 -0.98 -1 -0.92 -0.98 -0.96 -1 -0.95 -0.78 -0.98 -1 -0.53 -1 -0.98 -0.98 -1 -0.98 -0.82 -0.4 -0.63 -1
D28E06D 0.42 0.78 0.77 0.89 1 1 0.81 0.73 0.98 0.92 -0.99 -1 -0.61 -0.91 -0.98 -0.99 -0.59 -0.89 -1 -0.95 -0.59 -0.99 -1 -1 -0.98 -1 -1 -1 -1 -1 -0.99 -0.97 -0.83 -0.94 -0.99 -0.99 -0.99 -0.99 -0.98 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 0 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -0.61 -1 -1
D28E07D 0.74 0.91 0.94 0.96 0.95 1 0.92 0.86 0.99 0.98 -0.86 -0.87 -0.37 -0.86 -0.08 -0.98 -0.04 -0.26 -1 -0.39 -0.57 -0.83 -1 -0.97 -0.99 -1 -0.91 -0.99 -0.93 -0.91 -1 -1 0.34 -0.94 -0.31 -0.19 -0.97 -0.81 -0.87 -0.98 -0.92 -0.98 -0.43 -0.94 -0.98 -1 -0.94 -0.99 -0.99 -0.98 -0.96 -1 -1 -1 -0.9 -1 0 -0.72 -1 -0.71 -0.97 -1 -1 -0.99 -0.97 -0.91 -1 -0.96 -1 -1 -0.94 -0.89 -0.7 -0.99 -0.99 0.54 -0.66 0.71 -0.99 -1
D28E08D 0.79 0.92 0.86 0.97 1 1 0.94 0.88 1 0.99 -0.88 0.5 0.48 0.23 -0.28 -0.07 0.87 0.78 -0.98 0.71 0.68 -0.08 -0.82 -0.08 0.15 -0.95 0.67 -0.89 0.17 0.03 0.5 -0.84 0.9 -0.3 0.65 -0.84 -0.45 -0.03 0.14 0.1 -0.7 -0.66 -0.42 0.06 0.13 -0.8 -0.79 -0.59 -0.65 0.03 0.03 -0.97 -0.98 -0.64 0.41 -0.99 -0.72 0 -0.42 -0.85 0.46 -0.99 -0.8 -1 -0.44 -0.59 -0.73 -0.43 -0.18 -0.86 -0.95 -0.53 -0.19 -0.98 -0.11 0.42 -0.18 0.86 -0.9 -0.8
D28E09D 0.89 0.81 0.97 0.91 0.98 0.98 0.83 0.77 0.98 0.94 -0.78 -0.95 -0.02 -1 -0.89 -1 -1 -0.82 -1 -0.97 -0.92 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -0.98 -0.17 -0.61 -1 -0.99 -1 -0.94 -0.95 -1 -0.93 -1 -0.98 -1 -0.95 -1 -1 -0.89 -0.83 -0.99 -1 -1 -1 -1 -0.97 -1 -1 -0.42 0 -0.74 -0.81 -1 -1 -1 -0.99 -1 -0.98 -0.9 -1 -1 -0.99 -1 -0.99 -1 -1 -0.98 -0.93 -0.57 -0.99 -1
D28E10D 0.95 0.91 0.99 0.97 1 1 0.93 0.88 0.97 0.98 -0.26 -0.58 0.63 -0.88 0.46 -0.74 0.49 0.6 -1 0.31 -0.07 -0.64 -0.99 -0.49 -0.31 -0.76 -0.07 -0.9 -0.62 0.14 -0.47 -0.6 -0.33 0.88 -0.27 -0.99 0.85 -0.31 0.77 -0.93 -0.96 -0.99 -1 -0.98 -1 -0.98 -0.96 -0.19 0.29 -0.42 -0.97 -0.86 -0.97 -0.98 -0.76 -1 -0.71 -0.85 -0.74 0 -0.91 -1 -0.76 -1 -0.85 -1 -0.94 -0.57 -0.99 -1 -1 -0.82 -0.91 -0.98 -1 0.46 0.55 -0.95 -0.63 -0.28
D35E01D 0.89 0.83 0.97 0.92 0.94 1 0.85 0.79 0.99 0.95 -0.97 -0.88 -0.61 0.55 0.45 -0.13 -0.48 -0.15 -0.96 -0.02 0.06 -0.33 -0.9 -0.98 -0.83 -0.77 -0.94 -0.93 -0.64 -0.63 -0.81 -0.77 -0.04 -0.76 -0.41 -0.57 0.22 -0.23 -0.95 -0.97 -0.97 -0.89 -1 -0.93 -0.98 -1 -1 -0.95 -0.69 -1 -1 -0.91 -1 -1 -0.98 -1 -0.97 0.46 -0.81 -0.91 0 -1 -1 -0.8 -0.93 -0.99 -1 -0.86 -1 -1 -0.97 -1 -1 -0.94 -1 -1 -0.71 -0.8 -1 -1
D35E02D 0.42 0.79 0.4 0.89 0.89 0.96 0.8 0.73 0.89 0.92 -0.99 -0.96 -0.96 -1 -0.96 -1 -1 -0.71 -1 -0.95 -0.82 -1 -1 -1 -1 -1 -0.98 -1 -1 -1 -1 -1 -0.99 -1 -1 -1 -0.99 -0.98 -0.99 -0.98 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 -1 -1 -1 0 -1 -1 -1 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -0.96 0.39 -1 -1
D35E03D 0.92 0.86 0.98 0.69 0.99 0.95 0.49 0.8 0.96 0.4 -0.82 -0.07 -0.54 -0.56 0.07 -0.88 0.48 -0.31 -0.99 -0.18 0.15 -0.88 -1 -0.99 -0.89 -0.98 -0.96 -0.86 -0.99 -0.85 -1 -1 -0.18 -0.98 -0.93 -0.38 -0.99 -0.21 -0.42 -0.76 -0.98 -0.98 -0.85 -0.7 -0.99 -1 -0.99 -0.78 -0.92 -1 -1 -1 -1 -1 -0.92 -1 -1 -0.8 -1 -0.76 -1 -1 0 -0.98 -0.7 -1 -1 -0.97 -1 -1 -1 -1 -1 -0.97 -1 -0.93 -1 -0.92 -1 -1
D35E04D 0.93 0.88 0.91 0.95 0.99 0.96 0.89 0.83 0.99 0.8 -0.98 -0.96 -0.44 -0.58 -0.43 -0.54 -0.21 0.13 -1 -0.7 -0.33 -0.91 -0.97 -0.84 -0.23 -0.88 -0.86 -0.46 -0.19 -0.28 -0.8 -0.97 -0.01 0.84 -0.88 -1 -0.5 -0.89 0.42 -0.91 -1 -1 -1 -0.96 -0.97 -0.95 -0.92 -0.96 -0.77 -0.83 -0.96 -1 -1 -0.98 -0.98 -1 -0.99 -1 -1 -1 -0.8 -1 -0.98 0 -1 -1 -1 -0.96 -0.96 -1 -0.99 -0.99 -0.95 -0.99 -0.99 -0.64 -0.59 -0.29 -1 -0.98
D35E05D 0.97 0.93 0.97 0.98 1 1 0.94 0.89 1 0.99 0.07 -0.63 0.64 -0.6 0.79 -0.54 -0.19 -0.23 -1 -0.02 0.91 -0.23 0 -0.59 -0.38 -0.91 -0.29 -0.57 -0.03 0.26 -0.92 -0.89 0.41 0.78 -0.94 -0.65 0.36 -0.81 0.34 -0.64 -0.67 -0.81 -0.88 -0.64 -0.93 -0.94 -0.54 -0.98 -0.89 -0.62 -0.96 -1 -0.96 -0.95 -0.96 -1 -0.97 -0.44 -0.99 -0.85 -0.93 -1 -0.7 -1 0 -1 -0.97 -0.65 -0.99 -0.99 -0.99 -0.99 -0.95 -1 -0.96 -0.9 -0.39 0.64 -0.98 -0.98
D35E06D 0.95 0.91 0.81 0.97 1 0.98 0.93 0.88 1 0.88 -0.79 -0.3 -0.46 -0.88 -0.66 -0.83 -0.51 -0.66 -1 -0.81 -0.64 -0.95 -0.99 -0.97 -0.48 -0.98 -0.98 -0.97 -0.84 -0.92 -0.71 -0.96 -0.46 -0.56 -0.83 -1 -0.95 -0.61 -0.87 -0.84 -1 -1 -1 -0.99 -1 -1 -1 -0.99 -0.99 -1 -1 -1 -1 -1 -1 -1 -0.91 -0.59 -1 -1 -0.99 -1 -1 -1 -1 0 -0.99 -0.77 -1 -1 -1 -1 -1 -0.92 -1 -0.95 -0.97 -0.58 -1 -1
D35E07D 0.91 0.84 0.87 0.65 0.95 0.93 0.86 0.79 0.95 0.96 -0.83 -0.86 -0.86 -1 -0.32 -1 -0.62 -0.13 -1 -0.38 -0.71 -0.9 -0.95 -1 -0.98 -0.99 -1 -1 -1 -0.91 -0.94 -1 -0.69 -0.77 -1 -1 -1 -0.78 -0.99 -0.98 -0.89 -1 -0.99 -1 -0.99 -1 -0.96 -1 -0.99 -1 -1 -1 -1 -0.94 -0.95 -1 -1 -0.73 -0.98 -0.94 -1 -1 -1 -1 -0.97 -0.99 0 -0.89 -1 -1 -0.99 -1 -0.99 -1 -1 -0.99 -0.88 -0.56 -1 -1
D35E08D 0.84 0.94 1 0.98 1 1 0.95 0.56 0.99 0.99 0.36 0.44 0.93 0.94 -0.38 0.8 0.47 0.28 -0.73 0.6 0.79 -0.23 -0.36 -0.19 0.45 -0.71 -0.33 -0.54 -0.17 -0.18 -0.52 0.12 0.94 0.38 -0.82 0.7 0.23 -0.18 0.72 -0.63 -0.73 0.48 -0.52 -0.94 -0.12 -0.94 0.27 0.56 0.63 -0.51 -0.67 -0.99 -0.98 -0.88 -0.78 -1 -0.96 -0.43 -0.9 -0.57 -0.86 -0.99 -0.97 -0.96 -0.65 -0.77 -0.89 0 -0.86 -0.99 -0.99 -1 -0.77 -0.03 -0.79 -0.58 0.04 0.87 -0.87 -0.98
D35E09D 0.9 0.83 0.86 0.93 0.99 1 0.85 0.79 0.99 0.73 -0.52 -0.89 -0.98 -1 -0.99 -0.98 -0.91 -0.87 -1 -0.95 -0.63 -0.99 -1 -1 -0.95 -1 -0.99 -1 -0.95 -1 -0.99 -0.99 -0.51 -0.92 -0.58 -1 -0.99 -0.89 -0.89 -0.98 -1 -1 -0.96 -0.99 -0.99 -1 -1 -0.93 -0.98 -1 -1 -1 -1 -1 -0.98 -1 -1 -0.18 -1 -0.99 -1 -1 -1 -0.96 -0.99 -1 -1 -0.86 0 -1 -1 -1 -0.96 -0.99 -1 -0.98 -0.97 -0.85 -1 -1
D35E10D 0.84 0.76 0.73 0.87 0.95 0.99 0.78 0.7 0.29 0.56 -0.97 -1 -0.8 -0.96 -1 -0.95 -0.98 -0.92 -1 -0.75 -0.98 -0.98 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.34 -0.96 -1 -1 -1 -0.98 -1 -1 -1 -0.99 -0.99 -0.99 -0.98 -1 -1 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -0.86 -1 -1 -1 -1 -1 -1 -0.99 -1 -1 -0.99 -1 0 -1 -1 -1 -1 -1 -1 -1 -0.92 -1 -1
D42E01D 0.95 0.9 0.94 0.97 1 1 0.92 0.86 1 0.86 -0.98 -0.96 0.47 -0.85 -0.98 -0.92 0.35 0.14 -1 -0.64 -0.25 -0.9 -0.98 -0.96 -0.96 -0.99 -0.7 -1 -0.82 -0.95 -0.99 -1 -0.9 -0.9 0.06 -0.99 -0.96 -0.87 -0.14 -0.84 -1 -0.8 -1 -0.99 -1 -1 -0.99 -0.99 -0.8 -0.91 -0.87 -1 -1 -1 -0.53 -1 -0.94 -0.95 -0.99 -1 -0.97 -1 -1 -0.99 -0.99 -1 -0.99 -0.99 -1 -1 0 -1 -0.99 -1 -0.94 -0.68 -0.87 -0.87 -0.99 -1
D42E02D 0.93 0.87 0.69 0.94 1 0.99 0.89 0.82 1 0.81 -0.98 -0.98 -0.86 -0.78 -0.45 -0.4 -0.95 -0.71 -1 -0.91 -0.82 -0.98 -0.97 -0.95 -0.89 -0.98 -0.98 -1 -0.97 -0.99 -0.88 -0.99 -0.35 -0.61 -0.98 -0.96 -0.99 -0.76 -0.97 -0.99 -0.96 -0.98 -1 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.89 -0.53 -1 -0.82 -1 -1 -1 -0.99 -0.99 -1 -1 -1 -1 -1 -1 0 -0.99 -1 -1 -1 -0.92 0.17 -1 -1
D42E03D 0.92 0.86 0.89 0.7 1 1 0.88 0.29 0.9 0.96 -0.78 -0.12 0.7 -0.12 0.51 0.08 0.55 -0.04 -0.98 0.73 -0.81 -0.56 -0.86 -0.89 -0.23 -0.43 -0.67 -0.91 -0.66 -0.6 -0.68 -0.29 -0.05 -0.07 0.14 -0.3 0.2 -0.3 0.46 -0.79 -0.98 -0.92 -0.72 -0.75 -0.82 -0.86 -0.44 -0.96 -0.76 -1 -1 -1 -1 -1 -0.98 -1 -0.7 -0.19 -0.99 -0.91 -1 -1 -1 -0.95 -0.95 -1 -0.99 -0.77 -0.96 -1 -0.99 -0.99 0 -1 -1 -0.97 -0.99 -1 -1 -0.99
D42E04D 0.94 0.89 0.93 0.96 1 1 0.91 0.85 1 0.97 -0.99 -0.95 0.87 -0.88 0.47 -0.47 -0.55 -0.43 -0.95 -0.57 0.04 -0.57 -0.96 -0.97 -0.99 -0.35 -0.44 -1 -0.79 -0.39 -0.61 -0.98 0.13 -0.87 -0.97 -1 -0.96 0.21 0.18 -0.97 -0.92 -0.99 -1 -0.97 -0.86 -0.99 -0.95 -0.94 -0.58 -0.86 -0.98 -0.85 -1 -1 -0.98 -1 -0.99 -0.98 -1 -0.98 -0.94 -1 -0.97 -0.99 -1 -0.92 -1 -0.03 -0.99 -1 -1 -1 -1 0 -0.99 -0.87 -0.91 -0.63 -0.99 -1
D42E05D 0.87 0.8 0.96 0.9 0.98 0.88 0.82 0.74 0.98 0.92 -0.88 -0.91 -0.75 -0.86 -0.9 -0.76 -0.74 -0.3 -1 -0.8 -0.11 -0.76 -1 -0.98 -0.88 -0.83 -0.99 -0.99 -0.97 -0.94 -0.96 -1 -0.82 -0.85 -0.27 -0.99 -0.99 -0.87 -0.96 -0.95 -0.97 -0.93 -1 -1 -0.98 -1 -1 -0.99 -0.77 -0.99 -1 -1 -1 -1 -1 -1 -0.99 -0.11 -1 -1 -1 -1 -1 -0.99 -0.96 -1 -1 -0.79 -1 -1 -0.94 -1 -1 -0.99 0 -1 -0.84 -0.98 -1 -1
D42E06D 0.82 0.73 0.94 0.85 0.94 0.99 0.75 0.67 0.99 0.88 -0.23 0.61 -0.66 -0.46 0.66 -0.75 -0.89 -0.72 -0.99 0.3 0.74 -0.81 -0.65 -0.89 -0.39 -0.76 -0.96 -0.81 -0.74 -0.84 0.09 -0.73 0.83 0.47 -0.45 -1 -0.93 -0.45 -0.92 -0.28 -0.86 -0.95 0.03 -0.77 -0.92 -0.11 -0.87 -0.79 -0.77 -0.99 -1 -0.93 -0.85 -0.24 -0.98 -1 0.54 0.42 -0.98 0.46 -1 -1 -0.93 -0.64 -0.9 -0.95 -0.99 -0.58 -0.98 -1 -0.68 -1 -0.97 -0.87 -1 0 -0.98 -0.92 -0.99 -1
D42E07D 0.77 0.68 0.57 0.82 0.9 0.98 0.71 0.63 0.99 0.85 -0.37 0.47 0.92 0.14 0.35 0.48 -0.09 -0.13 -0.74 0.73 0.44 0.38 -0.48 -0.96 -0.95 -0.52 0.12 -0.96 -0.94 -0.45 -0.28 -0.88 -0.06 -0.54 -0.03 -0.69 -0.91 -0.58 -0.85 -0.24 0.18 -0.28 -0.55 0.2 -0.11 -0.65 0.23 -0.92 -0.59 -1 -0.97 -0.55 -1 -0.83 -0.82 -0.99 -0.66 -0.18 -0.93 0.55 -0.71 -0.96 -1 -0.59 -0.39 -0.97 -0.88 0.04 -0.97 -1 -0.87 -0.92 -0.99 -0.91 -0.84 -0.98 0 -0.93 -1 -1
